City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
225,Costa Rica,BR,-23.4167,-54.65,91.2,49,97,1.74,moderate rain
226,Hami,CN,42.8,93.45,15.73,75,100,2.21,overcast clouds
227,Marrakesh,MA,31.6315,-8.0083,46.4,87,75,11.5,light rain
228,Panaba,MX,21.2833,-88.2667,74.34,63,26,10.67,scattered clouds
229,Necochea,AR,-38.5473,-58.7368,86.13,32,43,6.24,scattered clouds
230,Juegang,CN,32.3174,121.1855,33.01,56,100,5.97,overcast clouds
231,Santa Pola,ES,38.1917,-0.5658,46.99,81,40,1.14,scattered clouds
232,Kurilsk,RU,45.2333,147.8833,20.5,90,68,7.38,broken clouds
233,Merke,KZ,42.8728,73.1786,33.67,59,0,6.11,clear sky
234,Beloha,MG,-25.1667,45.05,77.81,75,0,13.78,clear sky
235,Mweka,CD,-4.85,21.5667,70.7,84,44,1.14,scattered clouds
236,Noumea,NC,-22.2763,166.4572,81.0,94,0,1.14,clear sky
237,Zhanakorgan,KZ,43.9098,67.2495,26.02,71,0,7.94,clear sky
238,Enumclaw,US,47.2043,-121.9915,52.0,73,76,1.99,broken clouds
239,Asau,RO,46.4333,26.4,32.0,93,75,4.61,light snow
240,Te Anau,NZ,-45.4167,167.7167,50.86,82,54,0.78,broken clouds
241,Lodja,CD,-3.4833,23.4333,73.13,75,95,0.38,overcast clouds
242,Pisco,PE,-13.7,-76.2167,77.0,69,0,20.71,clear sky
243,Kawalu,ID,-7.3817,108.2082,73.6,89,100,1.48,overcast clouds
244,Saint-Augustin,CA,51.226,-58.6502,24.98,86,30,13.6,scattered clouds
245,Constitucion,CL,-35.3333,-72.4167,64.53,63,0,12.59,clear sky
246,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.4,69,40,20.71,scattered clouds
247,Port Blair,IN,11.6667,92.75,79.03,81,56,9.48,broken clouds
248,Shakawe,BW,-18.3667,21.85,72.3,81,100,2.1,light rain
249,Fairbanks,US,64.8378,-147.7164,12.99,85,75,8.05,broken clouds
250,Cakovec,HR,46.3844,16.4339,30.99,76,100,3.0,light snow
251,Mbouda,CM,5.6258,10.2552,64.85,70,37,4.97,scattered clouds
252,Naze,JP,28.3667,129.4833,52.11,75,87,8.23,overcast clouds
253,Newport,GB,51.5877,-2.9984,44.01,94,17,1.01,few clouds
254,Luancheng,CN,37.8792,114.6517,28.4,34,0,8.95,clear sky
255,Waddan,LY,29.1614,16.139,70.84,23,76,8.39,broken clouds
256,San Pedro,PH,14.35,121.0167,75.99,78,40,10.71,scattered clouds
257,Bethel,US,41.3712,-73.414,37.0,48,1,6.91,clear sky
258,Napier,NZ,-39.4833,176.9167,70.0,56,0,4.0,clear sky
259,Boddam,GB,57.4667,-1.7833,41.0,87,100,6.91,overcast clouds
260,Suamico,US,44.6319,-88.0393,25.0,80,90,4.61,overcast clouds
261,Manohar Thana,IN,24.24,76.8018,63.97,51,0,5.03,clear sky
262,Sao Sebastiao,BR,-23.76,-45.4097,79.81,85,99,4.03,overcast clouds
263,Sesheke,ZM,-17.4759,24.2968,71.92,87,100,3.96,overcast clouds
264,Guerrero Negro,MX,27.9769,-114.0611,70.83,23,0,0.31,clear sky
265,Lagoa,PT,39.05,-27.9833,60.67,92,33,8.97,scattered clouds
266,Krasnyy Chikoy,RU,50.3643,108.7512,-12.62,85,92,2.93,overcast clouds
267,Okhotsk,RU,59.3833,143.3,-14.03,80,22,13.96,few clouds
268,Kyshtovka,RU,56.555,76.6271,-9.26,90,100,6.26,overcast clouds
269,Umm Lajj,SA,25.0213,37.2685,76.6,50,0,5.37,clear sky
270,Kavieng,PG,-2.5744,150.7967,81.72,76,99,3.89,moderate rain
271,Shimoda,JP,34.6667,138.95,30.99,65,2,3.0,clear sky
272,Anupgarh,IN,29.1911,73.2086,52.14,43,0,5.3,clear sky
273,Vilela,PT,41.2251,-7.6034,39.0,7,0,4.41,clear sky
274,Louga,RU,58.7372,29.8453,5.7,94,100,2.95,overcast clouds
275,Tocopilla,CL,-22.092,-70.1979,72.23,60,85,10.07,overcast clouds
276,Adelanto,US,34.5828,-117.4092,57.0,26,66,1.99,broken clouds
277,Kibiti,TZ,-7.7218,38.9375,71.4,97,100,3.53,overcast clouds
278,Samarai,PG,-10.6167,150.6667,82.42,79,100,9.57,light rain
279,Tuktoyaktuk,CA,69.4541,-133.0374,-4.0,84,75,11.5,broken clouds
280,Agadez,NE,19.75,10.25,70.07,22,0,5.75,clear sky
281,San Cristobal,VE,7.7669,-72.225,84.2,61,40,6.91,light rain
282,Santa Maria,BR,-29.6842,-53.8069,95.0,43,40,5.75,scattered clouds
283,Cidreira,BR,-30.1811,-50.2056,79.34,77,1,19.04,clear sky
284,Chokurdakh,RU,70.6333,147.9167,-30.75,85,99,8.46,overcast clouds
285,Nordenham,DE,53.5,8.4833,41.0,93,100,5.01,overcast clouds
286,Dudinka,RU,69.4058,86.1778,-15.3,88,100,7.78,overcast clouds
287,Horasan,TR,40.0458,42.1728,18.12,89,84,0.94,broken clouds
288,Lompoc,US,34.6391,-120.4579,64.99,34,1,5.75,clear sky
289,Vikhorevka,RU,56.1201,101.1636,0.0,85,100,2.24,overcast clouds
290,Dicabisagan,PH,17.0818,122.4157,69.64,81,100,8.72,overcast clouds
291,Saskylakh,RU,71.9167,114.0833,-14.49,84,100,15.17,overcast clouds
292,Wagar,SD,16.1525,36.2032,70.66,72,0,14.79,clear sky
293,Ozerna,UA,49.6289,25.329,28.74,96,98,2.98,overcast clouds
294,San Quintin,MX,30.4833,-115.95,66.15,39,0,8.12,clear sky
295,Zyryanka,RU,65.75,150.85,-31.83,85,98,1.54,overcast clouds
296,Bambous Virieux,MU,-20.3428,57.7575,78.8,94,40,6.91,light rain
297,Torbay,CA,47.6666,-52.7314,33.01,100,90,18.41,light intensity drizzle
298,Grindavik,IS,63.8424,-22.4338,17.6,67,0,8.05,clear sky
299,Beyneu,KZ,45.3167,55.2,30.7,90,100,3.27,overcast clouds
300,Taoudenni,ML,22.6783,-3.9836,64.56,26,16,9.95,few clouds
301,Soeng Sang,TH,14.4264,102.4606,59.11,71,2,3.4,clear sky
302,Chumikan,RU,54.7183,135.315,-16.37,84,51,14.61,broken clouds
303,Hoi An,VN,15.8794,108.335,64.4,72,75,5.75,light rain
304,Hambantota,LK,6.1241,81.1185,76.53,80,100,4.23,light rain
305,Sembe,CG,1.6481,14.5806,77.22,58,0,2.35,clear sky
306,Fethiye,TR,36.6217,29.1164,59.0,100,75,2.3,broken clouds
307,Tiksi,RU,71.6872,128.8694,-13.9,87,98,11.81,overcast clouds
308,Ancud,CL,-41.8697,-73.8203,61.0,58,75,10.36,broken clouds
309,Teluk Nibung,ID,3.001,99.8164,74.43,92,100,5.79,light rain
310,Kozhva,RU,65.1073,57.0459,-13.31,90,12,1.32,few clouds
311,Usevya,TZ,-7.1,31.2333,66.83,86,100,2.66,overcast clouds
312,Neryungri,RU,56.6709,124.6491,-20.99,85,99,2.71,overcast clouds
313,Avera,US,33.194,-82.5271,51.8,46,1,2.77,clear sky
314,Gayny,RU,60.3071,54.3241,-4.31,88,0,10.11,clear sky
315,Chengde,CN,40.9725,117.9361,9.5,81,100,3.8,overcast clouds
316,Poronaysk,RU,49.2167,143.1167,-10.5,85,1,3.49,clear sky
317,Sarahan,IN,31.5167,77.8,37.54,42,0,10.42,clear sky
318,Aripuana,BR,-9.1667,-60.6333,87.71,61,92,2.35,light rain
319,Muisne,EC,0.6,-80.0333,82.4,83,40,11.5,scattered clouds
320,Amapa,BR,1.0,-52.0,77.88,94,100,3.11,overcast clouds
321,Kendari,ID,-3.945,122.4989,77.67,89,15,2.55,light rain
322,Oktyabrskiy,RU,54.4815,53.471,13.57,95,98,12.93,overcast clouds
323,Zhigansk,RU,66.7697,123.3711,-31.67,84,100,4.79,overcast clouds
324,Acton Vale,CA,45.6501,-72.5658,23.0,86,22,3.44,few clouds
325,Athabasca,CA,54.7169,-113.2854,15.8,92,92,2.3,overcast clouds
326,Stornoway,GB,58.2093,-6.3865,44.6,93,75,11.5,moderate rain
327,Mount Darwin,ZW,-16.7725,31.5838,70.09,90,100,2.82,overcast clouds
328,Makakilo City,US,21.3469,-158.0858,80.6,57,1,8.05,clear sky
329,Iisalmi,FI,63.5592,27.1907,12.2,85,20,8.05,light snow
330,Haines Junction,CA,60.7522,-137.5108,12.2,92,100,2.3,overcast clouds
331,Aykhal,RU,66.0,111.5,-34.28,81,99,5.48,overcast clouds
332,Longonjo,AO,-12.9067,15.2533,63.39,65,100,3.02,overcast clouds
333,Coihaique,CL,-45.5752,-72.0662,46.4,71,75,8.05,light rain
334,Achit,RU,56.7985,57.8994,-2.61,91,100,15.86,light snow
335,Fernley,US,39.608,-119.2518,46.0,34,0,1.01,clear sky
336,Vangaindrano,MG,-23.35,47.6,75.13,86,5,3.98,clear sky
337,Morales,CO,2.757,-76.6172,67.5,84,84,2.46,moderate rain
338,Manzanillo,CU,20.3433,-77.1167,79.65,67,39,14.58,scattered clouds
339,Angola,AO,-12.5,18.5,64.29,91,100,4.5,overcast clouds
340,Floro,NO,61.5996,5.0328,32.0,80,90,12.66,light snow
341,Fare,PF,-16.7,-151.0167,80.58,75,83,16.11,light rain
342,Camacupa,AO,-12.0167,17.4833,63.63,93,100,4.07,overcast clouds
343,Omboue,GA,-1.5746,9.2618,78.4,85,98,4.29,light rain
344,Iracoubo,GF,5.4802,-53.2011,80.11,78,5,14.45,clear sky
345,Tsabong,BW,-26.0217,22.401,81.66,47,100,9.82,overcast clouds
346,Mishelevka,RU,52.8575,103.1719,2.61,90,100,4.65,overcast clouds
347,Petatlan,MX,17.5167,-101.2667,86.0,66,1,5.75,clear sky
348,Capim Grosso,BR,-11.3811,-40.0128,90.19,39,58,4.09,broken clouds
349,Sept-Iles,CA,50.2001,-66.3821,26.01,54,0,5.75,clear sky
350,Rocha,UY,-34.4833,-54.3333,82.11,63,36,16.55,scattered clouds
351,Hun,LY,29.1268,15.9477,71.06,23,76,9.04,broken clouds
352,Labytnangi,RU,66.6572,66.4183,-15.86,81,7,2.89,clear sky
353,Bam,IR,29.106,58.357,39.9,43,0,1.36,clear sky
354,Navalmoral De La Mata,ES,39.8916,-5.5406,33.01,87,1,3.0,clear sky
355,Beringovskiy,RU,63.05,179.3167,-20.0,85,5,12.75,clear sky
356,Pokrovsk,UA,48.282,37.1758,29.75,93,100,9.53,overcast clouds
357,Ibra,OM,22.6906,58.5334,50.76,53,0,6.93,clear sky
358,Kavaratti,IN,10.5669,72.642,82.45,73,100,6.26,overcast clouds
359,Mujiayingzi,CN,42.1167,118.7833,2.55,86,100,6.55,overcast clouds
360,Mecca,SA,21.4267,39.8261,74.12,57,7,1.77,clear sky
361,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,84.11,75,84,1.63,light rain
362,Mount Gambier,AU,-37.8333,140.7667,69.8,56,100,10.36,overcast clouds
363,Yulara,AU,-25.2406,130.9889,75.2,27,19,5.75,few clouds
364,Olinda,BR,-8.0089,-34.8553,80.6,65,40,6.91,scattered clouds
365,Camopi,GF,3.1655,-52.3158,76.06,96,100,3.31,overcast clouds
366,Evensk,RU,61.95,159.2333,1.69,79,92,16.2,overcast clouds
367,Tsiroanomandidy,MG,-18.7667,46.0333,70.39,87,100,1.92,overcast clouds
368,Port Elizabeth,ZA,-33.918,25.5701,66.2,77,90,8.05,overcast clouds
369,Valdosta,US,30.8327,-83.2785,48.2,53,1,3.44,clear sky
370,Lancaster,US,40.2504,-76.2499,46.4,34,1,4.61,clear sky
371,Massakory,TD,12.996,15.7293,75.25,19,0,11.99,clear sky
372,Sola,VU,-13.8833,167.55,82.63,75,76,6.2,light rain
373,Utinga,BR,-5.8172,-35.3954,84.2,69,40,14.97,scattered clouds
374,Yinchuan,CN,38.4681,106.2731,14.31,76,0,5.19,clear sky
375,Kununurra,AU,-15.7667,128.7333,82.4,94,97,2.3,overcast clouds
376,Pangnirtung,CA,66.1451,-65.7125,10.4,79,90,8.05,light snow
377,Yar-Sale,RU,66.8333,70.8333,-18.49,85,20,3.74,few clouds
378,Marystown,CA,47.1666,-55.1483,37.38,83,100,14.97,overcast clouds
379,Mincivan,AZ,39.0294,46.7185,48.63,42,0,12.39,clear sky
380,Campbell River,CA,50.0163,-125.2446,44.01,100,90,11.5,mist
381,Nerang,AU,-27.9833,153.3333,70.0,81,23,5.99,few clouds
382,Kahului,US,20.8947,-156.47,80.6,57,20,13.8,few clouds
383,Xuddur,SO,4.1213,43.8894,75.13,35,66,15.3,broken clouds
384,North Bend,US,43.4065,-124.2243,53.6,87,90,9.22,mist
385,Farafenni,GM,13.5667,-15.6,81.64,23,46,11.88,scattered clouds
386,Bulawayo,ZW,-20.15,28.5833,68.54,69,49,8.7,scattered clouds
387,Dubuque,US,42.4833,-90.8668,21.99,86,90,8.05,mist
388,Baykit,RU,61.67,96.37,-11.47,84,100,4.14,overcast clouds
389,Poya,NC,-21.35,165.15,79.32,83,92,5.23,overcast clouds
390,Behshahr,IR,36.6923,53.5526,50.45,43,0,4.79,clear sky
391,Inyonga,TZ,-6.7167,32.0667,64.78,85,100,4.54,overcast clouds
392,Marang,MY,5.2056,103.2059,75.2,88,40,2.3,light rain
393,Assiniboia,CA,49.6334,-105.9845,26.6,86,97,9.22,overcast clouds
394,Tombouctou,ML,20.0,-3.0,70.25,29,69,12.73,broken clouds
395,La Solana,ES,38.9442,-3.2381,33.01,92,59,8.32,broken clouds
396,Nabire,ID,-3.3667,135.4833,77.25,84,80,2.46,moderate rain
397,Barra Do Garcas,BR,-15.89,-52.2567,86.67,58,57,1.54,broken clouds
398,Coquimbo,CL,-29.9533,-71.3436,66.2,63,0,13.8,clear sky
399,Bilma,NE,18.6853,12.9164,71.98,20,0,6.4,clear sky
400,Hay River,CA,60.8156,-115.7999,21.2,79,100,6.91,overcast clouds
401,Rosa Zarate,EC,0.3333,-79.4667,81.21,81,6,4.72,moderate rain
402,Harper,LR,4.375,-7.7169,79.68,82,25,5.95,light rain
403,Vardo,NO,70.3705,31.1107,19.4,68,75,13.8,broken clouds
404,Kirakira,SB,-10.4544,161.9205,81.95,78,97,4.47,light rain
405,Birin,NP,26.8865,88.0718,47.41,80,87,3.91,overcast clouds
406,Aba,NG,5.1066,7.3667,77.0,94,75,3.44,broken clouds
407,Pizarro,CO,4.9533,-77.366,79.88,84,66,9.35,light rain
408,Lincoln,US,40.8,-96.667,35.6,75,90,4.61,overcast clouds
409,Ahipara,NZ,-35.1667,173.1667,65.73,68,41,9.84,scattered clouds
410,President Roxas,PH,7.1544,125.0558,75.2,100,75,4.61,broken clouds
411,Dungarpur,IN,23.8333,73.7167,65.75,55,35,10.04,scattered clouds
412,Yatou,CN,37.15,122.3833,20.64,93,100,3.44,overcast clouds
413,Waitati,NZ,-45.75,170.5667,54.75,63,29,9.48,scattered clouds
414,La Ronge,CA,55.1001,-105.2842,19.4,73,100,2.3,overcast clouds
415,Sinnamary,GF,5.3833,-52.95,80.47,78,14,13.98,few clouds
416,Werda,BW,-25.2667,23.2833,80.1,48,100,7.61,overcast clouds
417,Port Hueneme,US,34.1478,-119.1951,73.4,18,1,3.44,clear sky
418,Alice Springs,AU,-23.7,133.8833,77.0,60,2,4.61,clear sky
419,Salalah,OM,17.0151,54.0924,69.8,24,0,11.5,clear sky
420,Enshi,CN,30.3,109.4833,35.01,85,56,0.56,broken clouds
421,Bushehr,IR,28.9684,50.8385,60.8,82,98,4.61,overcast clouds
422,Chingirlau,KZ,51.095,54.0814,26.15,98,100,9.01,overcast clouds
423,Soroti,UG,1.7146,33.6111,71.91,64,99,5.77,overcast clouds
424,Maneciu,RO,45.3167,25.9833,32.0,91,100,4.09,snow
425,Nemuro,JP,43.3236,145.575,17.24,88,0,19.66,clear sky
426,Namwala,ZM,-15.7504,26.4384,69.28,92,100,2.75,overcast clouds
427,Mackenzie,CA,55.2999,-123.1698,28.4,93,90,4.61,overcast clouds
428,Meulaboh,ID,4.1363,96.1285,74.98,89,100,2.66,overcast clouds
429,Ailigandi,PA,9.2333,-78.0167,81.77,79,58,7.34,light rain
430,Bejar,ES,40.3864,-5.7634,33.01,87,73,3.0,broken clouds
431,Pandan,PH,14.0453,124.1694,75.16,85,100,20.62,overcast clouds
432,Jiuquan,CN,39.7432,98.5174,9.64,70,0,3.94,clear sky
433,Singaraja,ID,-8.112,115.0882,80.47,73,100,2.37,overcast clouds
434,San Policarpo,PH,12.1791,125.5072,79.41,84,99,18.48,overcast clouds
435,Palmerston,AU,-12.486,130.9833,78.8,94,79,3.44,broken clouds
436,Vikulovo,RU,56.8167,70.6107,-9.22,90,100,8.43,overcast clouds
437,Huilong,CN,31.8111,121.655,34.0,61,62,6.73,broken clouds
438,Broken Hill,AU,-31.95,141.4333,75.2,31,0,8.05,clear sky
439,Tatarsk,RU,55.219,75.9828,-0.8,93,100,4.76,overcast clouds
440,Sidi Ali,DZ,36.0998,0.4206,46.26,81,54,1.19,broken clouds
441,Severo-Yeniseyskiy,RU,60.3725,93.0408,-16.74,90,100,2.1,overcast clouds
442,Bilibino,RU,68.0546,166.4372,-28.39,82,44,0.81,scattered clouds
443,Padang,ID,-0.9492,100.3543,78.93,70,100,6.69,overcast clouds
444,Praia,CV,14.9215,-23.5087,71.6,60,75,20.71,broken clouds
445,Narsaq,GL,60.9167,-46.05,41.0,38,75,19.57,broken clouds
446,Nichinan,JP,31.6,131.3667,33.01,69,100,4.0,overcast clouds
447,Cairns,AU,-16.9167,145.7667,77.0,94,52,1.14,broken clouds
448,Terrace,CA,54.5163,-128.6035,32.0,100,90,1.3,light rain
449,Severiano Melo,BR,-5.7772,-37.9578,91.96,39,61,7.99,broken clouds
